epoch,step,test-clip_loss,test-cls_loss,test-cls_loss1D,test-cls_loss2D,test-contrast_loss,test-contrast_loss1D,test-contrast_loss2D,test-loss,test-mse_loss
0,0,5.624168872833252,0.6987849473953247,0.6977465748786926,0.7099549174308777,0.41730520129203796,0.4925707280635834,0.3534286618232727,8.576661109924316,1.0054117441177368
